GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	OBSERVER ORCID ID	SAMPLING EVENT IDENTIFIER	OBSERVATION TYPE	PROTOCOL NAME	PROTOCOL CODE	PROJECT NAMES	PROJECT IDENTIFIERS	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	CHECKLIST COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS511536325	2021-08-05 01:27:55.743579	31735	species	avibase-07FE7263	West Mexican Euphonia	Euphonia godmani				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44572	43			Rancho Picacho	L5981913	P	23.0676170	-105.6050200	1934-08-17		obsr436577		S37624605	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511537941	2021-04-16 05:02:18.677116	21345	species	avibase-A1C7E620	Sinaloa Crow	Corvus sinaloae				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-08-29		obsr436577		S37624704	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511537923	2021-04-16 05:02:18.677116	17223	species	avibase-468B520C	Social Flycatcher	Myiozetetes similis				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-08-29		obsr436577		S37624704	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511537931	2021-04-16 05:02:18.677116	6064	species	avibase-0D88C072	Spotted Sandpiper	Actitis macularius				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-08-29		obsr436577		S37624704	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511537925	2021-04-16 05:02:18.677116	33448	species	avibase-DA089C8E	Streak-backed Oriole	Icterus pustulatus				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-08-29		obsr436577		S37624704	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511537922	2021-04-16 05:02:18.677116	17283	species	avibase-BB6B236F	Tropical Kingbird	Tyrannus melancholicus				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-08-29		obsr436577		S37624704	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511537920	2021-04-16 05:02:18.677116	7720	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-08-29		obsr436577		S37624704	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS522392687	2021-04-16 05:02:18.571245	34325	species	avibase-1680EFDE	Varied Bunting	Passerina versicolor				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44572	43			Rancho Picacho	L5981913	P	23.0676170	-105.6050200	1934-08-01		obsr436577		S37624501	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511537921	2021-04-16 05:02:18.677116	35290	species	avibase-B720B375	Cinnamon-rumped Seedeater	Sporophila torqueola				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-08-29		obsr436577		S37624704	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538207	2021-04-16 05:02:18.677116	2286	species	avibase-6141E8C8	White-tipped Dove	Leptotila verreauxi				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-08-31		obsr436577		S37624730	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511537947	2021-04-16 05:02:18.677116	7224	species	avibase-19196211	Wood Stork	Mycteria americana				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-08-29		obsr436577		S37624704	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511537938	2021-04-16 05:02:18.677116	33807	species	avibase-A6C0C4A9	Yellow Warbler	Setophaga petechia				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-08-29		obsr436577		S37624704	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511556434	2021-04-16 05:02:18.677116	11913	species	avibase-20C2214E	American Kestrel	Falco sparverius				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-21		obsr436577		S37626195	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538497	2021-04-16 05:02:18.677116	17156	species	avibase-E0A04985	Ash-throated Flycatcher	Myiarchus cinerascens				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-01		obsr436577		S37624753	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538498	2021-04-16 05:02:18.677116	233	species	avibase-C01A22D6	Black-bellied Whistling-Duck	Dendrocygna autumnalis				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-01		obsr436577		S37624753	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511540018	2021-04-16 05:02:18.677116	10202	species	avibase-3558066B	Belted Kingfisher	Megaceryle alcyon				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-04		obsr436577		S37624868	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511541549	2022-02-10 23:36:53.311347	3193	species	avibase-41E9F54B	Black-billed Cuckoo	Coccyzus erythropthalmus				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-14		obsr436577		S37624968	Historical	Historical	P62					10.0000	1	0		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS511556714	2021-04-16 05:02:18.677116	16831	species	avibase-B182DED2	Black Phoebe	Sayornis nigricans				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-28		obsr436577		S37626218	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511540644	2021-04-16 05:02:18.677116	34308	species	avibase-A7A75EA1	Blue Grosbeak	Passerina caerulea				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-08		obsr436577		S37624903	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511540628	2021-04-16 05:02:18.677116	33556	species	avibase-1E1AB415	Brown-headed Cowbird	Molothrus ater				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-07		obsr436577		S37624895	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538862	2021-08-19 16:53:11.312484	4810	species	avibase-C29BA985	Broad-billed Hummingbird	Cynanthus latirostris				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-03		obsr436577		S37624782	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538506	2021-04-16 05:02:18.677116	20987	species	avibase-0E51C3D5	Black-throated Magpie-Jay	Cyanocorax colliei				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-01		obsr436577		S37624753	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511541550	2022-02-10 23:36:53.311347	33910	species	avibase-6B7A93C5	Black-throated Gray Warbler	Setophaga nigrescens				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-14		obsr436577		S37624968	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538863	2021-08-19 16:53:11.312484	5042	species	avibase-26A37098	Cinnamon Hummingbird	Amazilia rutila				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-03		obsr436577		S37624782	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538496	2021-04-16 05:02:18.677116	9433	species	avibase-48014ECD	Citreoline Trogon	Trogon citreolus				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-01		obsr436577		S37624753	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538858	2021-08-19 16:53:11.312484	8315	species	avibase-97FDBB06	Common Black Hawk	Buteogallus anthracinus				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-03		obsr436577		S37624782	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511541075	2021-04-16 05:02:18.677116	3439	species	avibase-24E39ACD	Common Nighthawk	Chordeiles minor				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-11		obsr436577		S37624933	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538503	2021-04-16 05:02:18.677116	21400	species	avibase-B9B272F4	Common Raven	Corvus corax				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-01		obsr436577		S37624753	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511556713	2021-04-16 05:02:18.677116	4761	species	avibase-145F1116	Costa's Hummingbird	Calypte costae				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-28		obsr436577		S37626218	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538673	2021-04-16 05:02:18.677116	27782	species	avibase-033B53E6	Curve-billed Thrasher	Toxostoma curvirostre				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-02		obsr436577		S37624767	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511541231	2021-04-16 05:02:18.677116	17117	species	avibase-3D57A982	Dusky-capped Flycatcher	Myiarchus tuberculifer				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-12		obsr436577		S37624942	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538507	2021-04-16 05:02:18.677116	9465	species	avibase-AC93609D	Elegant Trogon	Trogon elegans				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-01		obsr436577		S37624753	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS522396886	2021-04-16 05:02:18.677116	16830	spuh	avibase-A1F323F5	Empidonax sp.	Empidonax sp.				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-11		obsr436577		S37624933	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511540630	2021-04-16 05:02:18.677116	588	species	avibase-BC6C3CCE	Green-winged Teal	Anas crecca				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-07		obsr436577		S37624895	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511540016	2021-04-16 05:02:18.677116	11053	species	avibase-100C01C4	Golden-cheeked Woodpecker	Melanerpes chrysogenys				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-04		obsr436577		S37624868	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538860	2021-08-19 16:53:11.312484	10212	species	avibase-ED7D6741	Green Kingfisher	Chloroceryle americana				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-03		obsr436577		S37624782	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511556435	2021-04-16 05:02:18.677116	8377	species	avibase-943AA4FB	Gray Hawk	Buteo plagiatus				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-21		obsr436577		S37626195	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511556803	2021-04-16 05:02:18.677116	8377	species	avibase-943AA4FB	Gray Hawk	Buteo plagiatus				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-29		obsr436577		S37626226	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511556318	2021-04-16 05:02:18.677116	26942	species	avibase-A4F5C5C8	Northern House Wren	Troglodytes aedon				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-20		obsr436577		S37626182	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511541321	2021-04-16 05:02:18.677116	11299	species	avibase-2CE418F2	Ladder-backed Woodpecker	Dryobates scalaris				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-13		obsr436577		S37624953	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511540017	2021-04-16 05:02:18.677116	34316	species	avibase-9F67F3AF	Lazuli Bunting	Passerina amoena				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-04		obsr436577		S37624868	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538499	2021-04-16 05:02:18.677116	6770	species	avibase-267BDB86	Least Grebe	Tachybaptus dominicus				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-01		obsr436577		S37624753	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511540798	2021-04-16 05:02:18.677116	33728	species	avibase-85106518	MacGillivray's Warbler	Geothlypis tolmiei				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-09		obsr436577		S37624913	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511556131	2021-04-16 05:02:18.677116	33728	species	avibase-85106518	MacGillivray's Warbler	Geothlypis tolmiei				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-18		obsr436577		S37626171	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511555733	2021-04-16 05:02:18.677116	2373	species	avibase-00124D98	Mourning Dove	Zenaida macroura				4					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-16		obsr436577		S37626148	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511540645	2021-04-16 05:02:18.677116	8228	species	avibase-A091D50A	Northern Harrier	Circus hudsonius				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-08		obsr436577		S37624903	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538505	2021-04-16 05:02:18.677116	5925	species	avibase-3E6F686E	Northern Jacana	Jacana spinosa				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-01		obsr436577		S37624753	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511555809	2021-04-16 05:02:18.677116	571	species	avibase-56CCA717	Northern Pintail	Anas acuta				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-17		obsr436577		S37626154	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538501	2021-04-16 05:02:18.677116	483	species	avibase-ED4CE8E7	Northern Shoveler	Spatula clypeata				4					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-01		obsr436577		S37624753	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511540844	2021-04-16 05:02:18.677116	23876	species	avibase-2C1981BB	Northern Rough-winged Swallow	Stelgidopteryx serripennis				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-10		obsr436577		S37624920	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511555628	2021-04-16 05:02:18.677116	23876	species	avibase-2C1981BB	Northern Rough-winged Swallow	Stelgidopteryx serripennis				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-15		obsr436577		S37626133	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511541548	2022-02-10 23:36:53.311347	33696	species	avibase-FFF61080	Orange-crowned Warbler	Leiothlypis celata				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-14		obsr436577		S37624968	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511540020	2021-04-16 05:02:18.677116	11447	species	avibase-A208D32B	Pale-billed Woodpecker	Campephilus guatemalensis				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-04		obsr436577		S37624868	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511540021	2021-04-16 05:02:18.677116	21026	species	avibase-97E7CC5E	Purplish-backed Jay	Cyanocorax beecheii				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-04		obsr436577		S37624868	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538861	2021-08-19 16:53:11.312484	5458	species	avibase-72A4F8EB	Purple Gallinule	Porphyrio martinica				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-03		obsr436577		S37624782	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511556565	2021-04-16 05:02:18.677116	7446	species	avibase-70924157	Roseate Spoonbill	Platalea ajaja				5					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-22		obsr436577		S37626206	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511556806	2021-04-16 05:02:18.677116	4747	species	avibase-DEC3D8D0	Ruby-throated Hummingbird	Archilochus colubris				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-29		obsr436577		S37626226	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511556985	2021-04-16 05:02:18.677116	28323	species	avibase-3F04DF41	Rufous-backed Robin	Turdus rufopalliatus				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-30		obsr436577		S37626237	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538502	2021-04-16 05:02:18.677116	33241	spuh	avibase-081D9B25	new world sparrow sp.	Passerellidae sp.				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-01		obsr436577		S37624753	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511556317	2021-04-16 05:02:18.677116	17269	species	avibase-9DBB70D5	Sulphur-bellied Flycatcher	Myiodynastes luteiventris				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-20		obsr436577		S37626182	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511538859	2021-08-19 16:53:11.312484	24075	spuh	avibase-55CCEE2D	swallow sp.	Hirundinidae sp.				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-03		obsr436577		S37624782	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511555626	2021-04-16 05:02:18.677116	4144	spuh	avibase-F7D77F4A	swift sp.	Apodidae sp.				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-15		obsr436577		S37626133	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511556804	2021-04-16 05:02:18.677116	17295	species	avibase-097B0525	Thick-billed Kingbird	Tyrannus crassirostris				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-29		obsr436577		S37626226	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511556805	2021-04-16 05:02:18.677116	33787	species	avibase-4926BC8C	Tropical Parula	Setophaga pitiayumi				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-29		obsr436577		S37626226	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511555808	2021-04-16 05:02:18.677116	16862	species	avibase-1456993D	Vermilion Flycatcher	Pyrocephalus rubinus				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-17		obsr436577		S37626154	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS511541551	2022-02-10 23:36:53.311347	4986	species	avibase-824C89C3	Violet-crowned Hummingbird	Ramosomyia violiceps				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1934-09-14		obsr436577		S37624968	Historical	Historical	P62					10.0000	1	0		0	1	0				
