GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	OBSERVER ORCID ID	SAMPLING EVENT IDENTIFIER	OBSERVATION TYPE	PROTOCOL NAME	PROTOCOL CODE	PROJECT NAMES	PROJECT IDENTIFIERS	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	CHECKLIST COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS2765248976	2025-01-07 19:11:26.179126	7305	species	avibase-987A703D	Brandt's Cormorant	Urile penicillatus				1					Mexico	MX	Baja California Sur	MX-BCS	Loreto	MX-BCS-003		40			Puerto Loreto	L1778068	H	26.0140620	-111.3393992	1800-01-01		obsr20571		S208450293	Historical	Historical	P62							0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1731117088	2023-05-18 10:10:25.170696	33404	species	avibase-526A3692	Hooded Oriole	Icterus cucullatus				1					Mexico	MX	Baja California Sur	MX-BCS	Los Cabos	MX-BCS-004		42			Playa de Las Viudas	L5216717	H	22.9223302	-109.8244643	1800-01-01		obsr577656		S138237620	Incidental	Incidental	P20						2	0	G10259994	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1731117089	2023-05-18 10:10:25.170696	7233	species	avibase-8AA3B42E	Magnificent Frigatebird	Fregata magnificens				22	F 	C1	F 		Mexico	MX	Baja California Sur	MX-BCS	Los Cabos	MX-BCS-004		42			Playa de Las Viudas	L5216717	H	22.9223302	-109.8244643	1800-01-01		obsr577656		S138237620	Incidental	Incidental	P20						2	0	G10259994	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2761878628	2025-01-06 16:21:03.439319	33309	species	avibase-F707BD5F	Chihuahuan Meadowlark	Sturnella lilianae				1					Mexico	MX	Chihuahua	MX-CHH	Guerrero	MX-CHH-029		34			Presa Abraham Gonzalez	L5098704	H	28.4780469	-107.4746561	1800-01-01		obsr20571		S208316849	Historical	Historical	P62							0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2762084126	2025-01-06 17:42:58.889491	27792	species	avibase-624FDE60	Ocellated Thrasher	Toxostoma ocellatum				1					Mexico	MX	Hidalgo	MX-HID	Tlanchinol	MX-HID-072	BIRDLIFE_44505|MX_35	52			Tlanchinol--Senda Lontla	L2397624	H	21.0276944	-98.6426085	1800-01-01		obsr20571		S208326225	Historical	Historical	P62							0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2765243427	2025-01-07 19:09:33.623564	20987	species	avibase-0E51C3D5	Black-throated Magpie-Jay	Cyanocorax colliei				1					Mexico	MX	Jalisco	MX-JAL	Tlajomulco de Zúñiga	MX-JAL-098		47			Área de Protección de Flora y Fauna Bosque La Primavera -- Entrada Tlajomulco	L29779845	H	20.5777554	-103.5121195	1800-01-01		obsr20571		S208450163	Historical	Historical	P62							0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2761876377	2025-01-06 16:19:54.865677	21027	species	avibase-DB6DC76D	San Blas Jay	Cyanocorax sanblasianus				1					Mexico	MX	Nayarit	MX-NAY	San Blas	MX-NAY-013		43			Ecoaldea Ojo del Cielo	L4264820	H	21.5762776	-105.0601302	1800-01-01		obsr20571		S208316718	Historical	Historical	P62							0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2762101985	2025-01-06 17:50:11.84521	21026	species	avibase-97E7CC5E	Purplish-backed Jay	Cyanocorax beecheii				1					Mexico	MX	Nayarit	MX-NAY	Tepic	MX-NAY-018		43			Cascada La Taza	L6491771	H	21.6667911	-104.8519090	1800-01-01		obsr20571		S208327019	Historical	Historical	P62							0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1663689921	2025-03-06 12:29:11.378961	31592	species	avibase-319D044A	Red-throated Pipit	Anthus cervinus				1					Mexico	MX	Baja California Sur	MX-BCS	Los Cabos	MX-BCS-004		42			Reserva Ecológica Estero de San José del Cabo	L277480	H	23.0504835	-109.6878944	1883-01-26		obsr939641		S131662375	Historical	Historical	P62							0		0	1	1		Bent, Arthur Cleveland, 1950. Life Histories of North American Wagtails, Shrikes, Vireos, and their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Specimen collected. Ridgway, R. 1883. Anthus cervinus (Pallas) in Lower California. Proc. U.S. Nat. Mus., vol. 6, pp. 156-157.	
URN:CornellLabOfOrnithology:EBIRD:OBS1927712573	2024-02-06 23:44:31.876273	21046	species	avibase-2225D685	Steller's Jay	Cyanocitta stelleri				2					Mexico	MX	Baja California	MX-BCN	Tecate	MX-BCN-004		32			Parque Vallecitos	L28841293	H	32.2628637	-116.5351156	1885-05-11		obsr4667257		S159238643	Historical	Historical	P62							0		0	1	1			two of four specimens collected in northwestern Baja California 10-16 May 1885, the only known records for the state;  NAB 66: 594	
URN:CornellLabOfOrnithology:EBIRD:OBS1893217203	2023-12-09 07:08:51.64506	26901	species	avibase-76DF73A9	Rock Wren	Salpinctes obsoletus				X					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10141|MX_141	63			Reserva de La Biosfera Isla Guadalupe (pls. use more precise loc.)	L221556	H	29.0614182	-118.2947731	1885-12-25		obsr939641		S155994893	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1948. Life Histories of North American Nuthatches Wrens Thrashers, and their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding. Bryant, W.E. 1887. Additions to the ornithology of Guadalupe Island. Bull. California Acad. Sci., vol. 2, pp. 269-318.	
URN:CornellLabOfOrnithology:EBIRD:OBS1893217204	2023-12-09 07:08:51.651563	26901	species	avibase-76DF73A9	Rock Wren	Salpinctes obsoletus				X					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10141|MX_141	63			Reserva de La Biosfera Isla Guadalupe (pls. use more precise loc.)	L221556	H	29.0614182	-118.2947731	1886-01-17		obsr939641		S155994894	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1948. Life Histories of North American Nuthatches Wrens Thrashers, and their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding. Bryant, W.E. 1887. Additions to the ornithology of Guadalupe Island. Bull. California Acad. Sci., vol. 2, pp. 269-318.	
URN:CornellLabOfOrnithology:EBIRD:OBS1927731566	2024-01-19 14:42:27.401458	6996	species	avibase-6FC4B715	Guadalupe Storm-Petrel	Hydrobates macrodactylus				2					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10141|MX_141	63			Reserva de La Biosfera Isla Guadalupe (pls. use more precise loc.)	L221556	H	29.0614182	-118.2947731	1886-03-04		obsr4667257		S159239397	Historical	Historical	P62							0		0	1	1			Type specimens collected by W. E. Bryant (Grinnell 1928: 68).--Endemic species last seen in August 1912 (Jehl and Everett. 1985. History and status of the avifauna of Isla Guadalupe, Mexico. Trans. San Diego Soc. Nat. Hist. 20:313–336) and long considered extinct.	
URN:CornellLabOfOrnithology:EBIRD:OBS1927751190	2024-01-19 14:42:27.401458	6911	species	avibase-B5565AD8	Short-tailed Albatross	Phoebastria albatrus				5					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001					Between Ensenada and Isla Guadalupe	L28841541	P	30.4801573	-117.3046812	1886-04-01		obsr4667257		S159239836	Historical	Historical	P62							0		0	1	1			"...in April 1886...five birds followed the boat...one was an immature plumaged bird..." --W. E. Bryant. 1889. A Catalogue of the birds of Lower California, Mexico. Proceedings of the California Academy of Sciences, series2, 2, December 17, 1889.	
URN:CornellLabOfOrnithology:EBIRD:OBS57987465	2021-04-16 05:54:57.883104	33680	species	avibase-B617FE7D	Blue-winged Warbler	Vermivora cyanoptera				X					Mexico	MX	Tabasco	MX-TAB	Jalapa	MX-TAB-009		52			Tabasco	L602847	P	17.7194807	-92.8111911	1887-01-15		obsr11170		S4204859	Incidental	Incidental	P20							0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS57987463	2021-04-16 07:13:50.256082	33680	species	avibase-B617FE7D	Blue-winged Warbler	Vermivora cyanoptera				X					Mexico	MX	Veracruz	MX-VER	Playa Vicente	MX-VER-134		52			Veracruz 4	L603031	P	17.8243566	-95.8150613	1887-01-15		obsr11170		S4204857	Incidental	Incidental	P20							0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1487313635	2022-07-27 23:53:10.489938	4986	species	avibase-824C89C3	Violet-crowned Hummingbird	Ramosomyia violiceps				1					Mexico	MX	Sonora	MX-SON	Etchojoa	MX-SON-026		33			Nacozari	L20324356	P	27.0333995	-109.6158536	1887-03-31		obsr939641		S115888522	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1940. Life Histories of North American Cuckoos, Goatsuckers, Hummingbirs, and their Allies, Part Two. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world	Type specimen, an adult male, taken by John C. Cahoon. Brewster 1893. Description of a new hummingbird from northern Mexico. Auk, vol. 10, pp. 214-215.	
URN:CornellLabOfOrnithology:EBIRD:OBS1885559627	2023-11-27 23:28:52.078418	28321	issf	avibase-7738F2BC	American Robin	Turdus migratorius	American Robin (San Lucas)	Turdus migratorius confinis		X					Mexico	MX	Baja California Sur	MX-BCS	La Paz	MX-BCS-002	BIRDLIFE_10090|MX_90	42			Reserva de la Biosfera Sierra de la Laguna	L221209	H	23.5195000	-109.9789600	1887-04-26		obsr939641		S155348614	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1949. Life Histories of North American Thrushes, Kinglets, and their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Observed by M. Abbott Frazer. Brewster, W. 1902. Birds of the Cape region of Lower California. Bull. Mus. Comp. Zool., vol. 41, No. 1, pp. 1-241.	
URN:CornellLabOfOrnithology:EBIRD:OBS880606352	2021-09-17 15:15:26.428757	8918	issf	avibase-9F57819B	Northern Pygmy-Owl	Glaucidium gnoma	Northern Pygmy-Owl (Cape)	Glaucidium gnoma hoskinsii		1					Mexico	MX	Baja California Sur	MX-BCS	La Paz	MX-BCS-002	BIRDLIFE_10090|MX_90	42			Reserva de la Biosfera Sierra de la Laguna	L221209	H	23.5195000	-109.9789600	1887-05-10		obsr939641		S65966338	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1937. Life Histories of North American Birds of Prey, Part Two. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world	Type specimen collected by M. Abbott Frazar	
URN:CornellLabOfOrnithology:EBIRD:OBS1651936460	2023-03-10 00:06:09.673122	11036	species	avibase-7E327303	Acorn Woodpecker	Melanerpes formicivorus				1					Mexico	MX	Baja California Sur	MX-BCS	La Paz	MX-BCS-002	BIRDLIFE_10090|MX_90	42			Reserva de la Biosfera Sierra de la Laguna	L221209	H	23.5195000	-109.9789600	1887-06-03		obsr939641		S130562542	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1939. Life Histories of North American Woodpecker. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Eggs collected by Abbott Frazar	
URN:CornellLabOfOrnithology:EBIRD:OBS1885559628	2023-11-27 23:28:52.086893	28321	issf	avibase-7738F2BC	American Robin	Turdus migratorius	American Robin (San Lucas)	Turdus migratorius confinis		X					Mexico	MX	Baja California Sur	MX-BCS	La Paz	MX-BCS-002	BIRDLIFE_10090|MX_90	42			Reserva de la Biosfera Sierra de la Laguna	L221209	H	23.5195000	-109.9789600	1887-06-09		obsr939641		S155348615	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1949. Life Histories of North American Thrushes, Kinglets, and their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Observed by M. Abbott Frazer. Brewster, W. 1902. Birds of the Cape region of Lower California. Bull. Mus. Comp. Zool., vol. 41, No. 1, pp. 1-241.	
URN:CornellLabOfOrnithology:EBIRD:OBS1615320810	2025-03-06 12:29:11.378961	6424	species	avibase-6CDC3C9C	Laughing Gull	Leucophaeus atricilla				X					Mexico	MX	Baja California Sur	MX-BCS	Los Cabos	MX-BCS-004		42			Reserva Ecológica Estero de San José del Cabo	L277480	H	23.0504835	-109.6878944	1887-09-06		obsr939641		S126942746	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1921. Life Histories of North American Gulls and Terns. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]		
URN:CornellLabOfOrnithology:EBIRD:OBS1885559630	2023-11-27 23:28:52.09259	28321	issf	avibase-7738F2BC	American Robin	Turdus migratorius	American Robin (San Lucas)	Turdus migratorius confinis		2					Mexico	MX	Baja California Sur	MX-BCS	La Paz	MX-BCS-002	BIRDLIFE_10090|MX_90	42			Reserva de la Biosfera Sierra de la Laguna	L221209	H	23.5195000	-109.9789600	1887-11-30		obsr939641		S155348617	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1949. Life Histories of North American Thrushes, Kinglets, and their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Observed by M. Abbott Frazer. Brewster, W. 1902. Birds of the Cape region of Lower California. Bull. Mus. Comp. Zool., vol. 41, No. 1, pp. 1-241.	
URN:CornellLabOfOrnithology:EBIRD:OBS1885559629	2023-11-27 23:28:52.090131	28321	issf	avibase-7738F2BC	American Robin	Turdus migratorius	American Robin (San Lucas)	Turdus migratorius confinis		1					Mexico	MX	Baja California Sur	MX-BCS	La Paz	MX-BCS-002	BIRDLIFE_10090|MX_90	42			Reserva de la Biosfera Sierra de la Laguna	L221209	H	23.5195000	-109.9789600	1887-11-28		obsr939641		S155348616	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1949. Life Histories of North American Thrushes, Kinglets, and their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Observed by M. Abbott Frazer. Brewster, W. 1902. Birds of the Cape region of Lower California. Bull. Mus. Comp. Zool., vol. 41, No. 1, pp. 1-241.	
URN:CornellLabOfOrnithology:EBIRD:OBS1615320811	2025-03-06 12:29:11.378961	6424	species	avibase-6CDC3C9C	Laughing Gull	Leucophaeus atricilla				X					Mexico	MX	Baja California Sur	MX-BCS	Los Cabos	MX-BCS-004		42			Reserva Ecológica Estero de San José del Cabo	L277480	H	23.0504835	-109.6878944	1887-11-09		obsr939641		S126942747	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1921. Life Histories of North American Gulls and Terns. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]		
URN:CornellLabOfOrnithology:EBIRD:OBS1885559631	2023-11-27 23:28:52.094447	28321	issf	avibase-7738F2BC	American Robin	Turdus migratorius	American Robin (San Lucas)	Turdus migratorius confinis		1					Mexico	MX	Baja California Sur	MX-BCS	La Paz	MX-BCS-002	BIRDLIFE_10090|MX_90	42			Reserva de la Biosfera Sierra de la Laguna	L221209	H	23.5195000	-109.9789600	1887-12-01		obsr939641		S155348618	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1949. Life Histories of North American Thrushes, Kinglets, and their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Observed by M. Abbott Frazer. Brewster, W. 1902. Birds of the Cape region of Lower California. Bull. Mus. Comp. Zool., vol. 41, No. 1, pp. 1-241.	
URN:CornellLabOfOrnithology:EBIRD:OBS1885565013	2023-11-27 23:53:25.225925	28321	issf	avibase-7738F2BC	American Robin	Turdus migratorius	American Robin (San Lucas)	Turdus migratorius confinis		X					Mexico	MX	Baja California Sur	MX-BCS	La Paz	MX-BCS-002		42			San Antonio de la Sierra--Puerta a la Reserva de la Biosfera Sierra de la Laguna	L681996	H	23.7034404	-109.9868152	1887-12-25		obsr939641		S155349304	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1949. Life Histories of North American Thrushes, Kinglets, and their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Observed by M. Abbott Frazer. Brewster, W. 1902. Birds of the Cape region of Lower California. Bull. Mus. Comp. Zool., vol. 41, No. 1, pp. 1-241.	
URN:CornellLabOfOrnithology:EBIRD:OBS1885559632	2023-11-27 23:28:52.09613	28321	issf	avibase-7738F2BC	American Robin	Turdus migratorius	American Robin (San Lucas)	Turdus migratorius confinis		6					Mexico	MX	Baja California Sur	MX-BCS	La Paz	MX-BCS-002	BIRDLIFE_10090|MX_90	42			Reserva de la Biosfera Sierra de la Laguna	L221209	H	23.5195000	-109.9789600	1887-12-02		obsr939641		S155348619	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1949. Life Histories of North American Thrushes, Kinglets, and their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Observed by M. Abbott Frazer. Brewster, W. 1902. Birds of the Cape region of Lower California. Bull. Mus. Comp. Zool., vol. 41, No. 1, pp. 1-241.	
URN:CornellLabOfOrnithology:EBIRD:OBS1885565012	2023-11-27 23:53:25.22082	28321	issf	avibase-7738F2BC	American Robin	Turdus migratorius	American Robin (San Lucas)	Turdus migratorius confinis		X					Mexico	MX	Baja California Sur	MX-BCS	La Paz	MX-BCS-002		42			San Antonio de la Sierra--Puerta a la Reserva de la Biosfera Sierra de la Laguna	L681996	H	23.7034404	-109.9868152	1887-12-18		obsr939641		S155349303	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1949. Life Histories of North American Thrushes, Kinglets, and their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Observed by M. Abbott Frazer. Brewster, W. 1902. Birds of the Cape region of Lower California. Bull. Mus. Comp. Zool., vol. 41, No. 1, pp. 1-241.	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876425	2023-01-16 10:18:19.232607	7697	species	avibase-F59AB6B3	Brown Pelican	Pelecanus occidentalis				500					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10102|MX_102				Isla San Martin	L1250464	H	30.4885479	-116.1107254	1888-04-13		obsr939641		S126285683	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding colony. Anthony, A.A. 1889. Nesting habits of the California Brown Pelican (Pelecanus californicus). Proceedings of the California Academy of Sciences, Second Series, vol. 2, p. 83.	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876426	2023-01-16 10:18:19.232607	7697	species	avibase-F59AB6B3	Brown Pelican	Pelecanus occidentalis				500					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10102|MX_102				Isla San Martin	L1250464	H	30.4885479	-116.1107254	1888-04-14		obsr939641		S126285684	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding colony. Anthony, A.A. 1889. Nesting habits of the California Brown Pelican (Pelecanus californicus). Proceedings of the California Academy of Sciences, Second Series, vol. 2, p. 83.	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876424	2023-01-16 10:18:19.232607	7697	species	avibase-F59AB6B3	Brown Pelican	Pelecanus occidentalis				500					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10102|MX_102				Isla San Martin	L1250464	H	30.4885479	-116.1107254	1888-04-12		obsr939641		S126285682	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding colony. Anthony, A.A. 1889. Nesting habits of the California Brown Pelican (Pelecanus californicus). Proceedings of the California Academy of Sciences, Second Series, vol. 2, p. 83.	
URN:CornellLabOfOrnithology:EBIRD:OBS1927781923	2024-01-19 14:49:00.541526	6911	species	avibase-B5565AD8	Short-tailed Albatross	Phoebastria albatrus				1					Mexico	MX	Baja California Sur	MX-BCS	Comondú	MX-BCS-001	BIRDLIFE_10091|MX_91				Bahía Magdalena	L504192	H	24.6370314	-112.0028687	1888-04-01		obsr4667283		S159241794	Historical	Historical	P62							0		0	1	1			"An adult plumaged bird was seen on the water of the estero, near one of the openings to the ocean, April, 1888."--W. E. Bryant. 1889. A Catalogue of the birds of Lower California, Mexico. Proceedings of the California Academy of Sciences, series 2, 2, December 17, 1889.	
URN:CornellLabOfOrnithology:EBIRD:OBS880606243	2021-04-16 06:13:00.293567	8936	species	avibase-40EB82DA	Ferruginous Pygmy-Owl	Glaucidium brasilianum				1					Mexico	MX	Tamaulipas	MX-TAM	Victoria	MX-TAM-041		48			Ca�on de Caballeros	L10988950	P	23.8137310	-99.2857230	1888-05-02		obsr939641		S65966238	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1937. Life Histories of North American Birds of Prey, Part Two. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world	Adult female and an egg collected; Sennett, G.B. 1889. First description of the egg of Glaucidium phalaenoides, Ferruginous Pygmy Owl. Auk, vol. 6, pp. 70-71.	
URN:CornellLabOfOrnithology:EBIRD:OBS1559529217	2022-11-11 12:39:27.316715	17318	species	avibase-6F65F82B	Scissor-tailed Flycatcher	Tyrannus forficatus				1				Male, Adult (1)	Mexico	MX	Tamaulipas	MX-TAM	Matamoros	MX-TAM-022	BIRDLIFE_10235|MX_235	37			Brownsville	L21504264	P	25.5549000	-97.2940000	1891-04-23		obsr892741		S122229757	Historical	Historical	P62						1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1549287298	2022-10-27 15:36:23.329309	17318	species	avibase-6F65F82B	Scissor-tailed Flycatcher	Tyrannus forficatus				1				Male, Adult (1)	Mexico	MX	Tamaulipas	MX-TAM	Matamoros	MX-TAM-022	BIRDLIFE_10235|MX_235	37			Brownsville	L21367063	P	25.5549000	-97.2940000	1891-04-23		obsr892741		S121405641	Historical	Historical	P62						1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1607876286	2023-01-16 10:18:19.232607	7153	species	avibase-4FC153E1	Black-vented Shearwater	Puffinus opisthomelas				X					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10141				Reserva de la Biosfera Isla Guadalupe--Punta Norte	L680897	H	29.1617555	-118.2925415	1892-05-18		obsr939641		S126285597	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding colony heard by Anthony, Townsend and Streator. Anthony, A.A. 1896. The Black-vented Shearwater (Puffinus opisthomelas). The Auk, vol. 13, p. 223.	
URN:CornellLabOfOrnithology:EBIRD:OBS1607876283	2023-01-16 10:18:19.232607	7153	species	avibase-4FC153E1	Black-vented Shearwater	Puffinus opisthomelas				X					Mexico	MX	Baja California	MX-BCN	Ensenada	MX-BCN-001	BIRDLIFE_10141				Reserva de la Biosfera Isla Guadalupe--Punta Norte	L680897	H	29.1617555	-118.2925415	1892-05-15		obsr939641		S126285595	Historical	Historical	P62							0		0	1	0		Bent, Arthur Cleveland, 1922. Life Histories of North American Petrels and Pelicans and Their Allies. Dover Publications; Transcribed and uploaded by Dan Scheiman, eBird profile https://ebird.org/ebird/profile/MTEzNTc4/world [Note to reviewers: if you will not accept this record without more information then mark it unconfirmed. Contact me if you think I made a mistake in date or location.]	Breeding colony heard by Anthony, Townsend and Streator. Anthony, A.A. 1896. The Black-vented Shearwater (Puffinus opisthomelas). The Auk, vol. 13, p. 223.	
